"id" "SNPnames" "load.rda" "emp.p_r" "emp.q_r" "emp.p_r_log" "cand.rda25" "cand.rda3" "load.dbrda" "emp.p_db" "emp.q_db" "emp.p_db_log" "cand.dbrda25" "cand.dbrda3" "corresponding_file"
52 "1364579529_913" -0.0679246860294809 0.15010101010101 0.944698044445225 "FALSE" "FALSE" "FALSE" -0.0348316557900751 0.107676767676768 0.932332157302644 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
53 "1364604353_612" -0.0485943706205443 0.302121212121212 0.972646738394137 "FALSE" "FALSE" "FALSE" -0.0211657714220639 0.311919191919192 0.979089391119912 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
54 "1364597339_633" -0.0584180654064532 0.216565656565657 0.961550354514389 "FALSE" "FALSE" "FALSE" -0.0299022258292547 0.162626262626263 0.956191670689703 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
55 "1364648982_667" -0.00802033173419644 0.863838383838384 0.990906445394797 "FALSE" "FALSE" "FALSE" -0.00429247039365359 0.831919191919192 0.995792186316131 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
56 "1364548017_797" -0.0086706630903866 0.853131313131313 0.990769834382407 "FALSE" "FALSE" "FALSE" -0.00218164653423093 0.913535353535354 0.99664567112168 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
57 "1364702956_26" 0.0281185130555395 0.551414141414141 0.985308630919912 "FALSE" "FALSE" "FALSE" 0.0111591490453933 0.592121212121212 0.991451956983324 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
58 "1364605753_970" 0.00281175690038342 0.952121212121212 0.991916901457225 "FALSE" "FALSE" "FALSE" 0.00101515919661822 0.95949494949495 0.99688659272676 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
59 "1364565772_462" 0.0309881589001167 0.50989898989899 0.984172325357034 "FALSE" "FALSE" "FALSE" 0.0158022389196503 0.449393939393939 0.987148316630949 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
60 "1364528523_656" -0.0453541373417042 0.332727272727273 0.975267294759451 "FALSE" "FALSE" "FALSE" -0.0243186007272868 0.24979797979798 0.972462658370172 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
61 "1364583910_668" 0.0132253833312394 0.774747474747475 0.989656141190742 "FALSE" "FALSE" "FALSE" 0.00702349612950656 0.727676767676768 0.99425258304915 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
62 "1364562299_222" -0.056640366012468 0.23 0.963818355002982 "FALSE" "FALSE" "FALSE" -0.0243731889656639 0.248686868686869 0.972315022829191 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
63 "1364509647_994" 0.0251198896338393 0.598585858585859 0.986597211901606 "FALSE" "FALSE" "FALSE" 0.012926833464808 0.537474747474747 0.990296080739501 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
64 "1364607380_319" 0.104972593811458 0.0230303030303031 0.722899932948903 "FALSE" "FALSE" "FALSE" 0.0433996319477254 0.0505050505050505 0.861878287362293 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
65 "1364531630_761" 0.0273262344887041 0.563636363636364 0.985662869752725 "FALSE" "FALSE" "FALSE" 0.00785688558405283 0.698080808080808 0.993732739001032 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
66 "1364584349_864" 0.0191868061559063 0.684646464646465 0.988419184948083 "FALSE" "FALSE" "FALSE" 0.00657125506413993 0.746060606060606 0.994554973190854 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
67 "1364584710_533" 0.0302079038047218 0.522121212121212 0.984580450002059 "FALSE" "FALSE" "FALSE" 0.0121180445277606 0.561717171717172 0.990641164790897 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
68 "1364643215_947" -0.0378497936117998 0.421818181818182 0.980776517217224 "FALSE" "FALSE" "FALSE" -0.0174761238976307 0.400606060606061 0.984822014802393 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
69 "1364593969_929" 0.0181089997093331 0.701010101010101 0.988524702668655 "FALSE" "FALSE" "FALSE" 0.00737770467492422 0.715959595959596 0.994051849451429 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
70 "1364501312_476" 0.0604052169362093 0.20040404040404 0.958436480829308 "FALSE" "FALSE" "FALSE" 0.0321985464123191 0.136767676767677 0.947210826178889 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
71 "1364522518_942" 0.00413492015484776 0.93040404040404 0.991685936085368 "FALSE" "FALSE" "FALSE" 0.00157288449319459 0.938080808080808 0.99688659272676 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
72 "1364523613_575" 0.0956579721677616 0.0402020202020202 0.820497425881864 "FALSE" "FALSE" "FALSE" 0.049596567214263 0.0263636363636364 0.761570643900929 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
73 "1364552545_855" -0.0456317883787757 0.33030303030303 0.975076961563753 "FALSE" "FALSE" "FALSE" -0.0240940887227586 0.254343434343434 0.973053638468868 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
74 "1364593716_330" 0.0643897112356658 0.17030303030303 0.951141276169552 "FALSE" "FALSE" "FALSE" 0.0229480793825981 0.277171717171717 0.975737554210474 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
75 "1364522570_847" 0.0196966040572325 0.676363636363636 0.988334672463899 "FALSE" "FALSE" "FALSE" 0.00799413493123917 0.693434343434344 0.993647147249867 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
76 "1364550006_6" 0.00640729868082151 0.893737373737374 0.991270777167321 "FALSE" "FALSE" "FALSE" 0.00253232043708781 0.901010101010101 0.996559307298741 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
77 "1364532257_347" 0.0477679873828287 0.309090909090909 0.973287829524186 "FALSE" "FALSE" "FALSE" 0.0160455042779891 0.441818181818182 0.986820119807638 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
78 "1364558896_954" 0.0138304911994047 0.764646464646465 0.989496222065282 "FALSE" "FALSE" "FALSE" 0.00522792976537804 0.797575757575758 0.995328905308139 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
79 "1364579788_345" -0.0368667837309789 0.433636363636364 0.981340760593446 "FALSE" "FALSE" "FALSE" -0.0111029050977561 0.594848484848485 0.991520696041981 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
80 "1364708016_555" -0.0213567505989969 0.65040404040404 0.987800317493575 "FALSE" "FALSE" "FALSE" -0.0110764144342624 0.595757575757576 0.991543471307909 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
81 "1364679458_54" 0.0131283114911339 0.776464646464647 0.989682918705061 "FALSE" "FALSE" "FALSE" 0.00679397650250497 0.737070707070707 0.994408962751718 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
82 "1364593403_560" 0.0390650139153908 0.407474747474747 0.980048700936554 "FALSE" "FALSE" "FALSE" 0.0207725056509321 0.321515151515152 0.979890774180869 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
83 "1364646710_558" -0.00677627173487413 0.886565656565657 0.991185603056153 "FALSE" "FALSE" "FALSE" -0.00334070139957187 0.868888888888889 0.996250387549015 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
84 "1364582444_726" 0.0375371205279337 0.425959595959596 0.980977732546349 "FALSE" "FALSE" "FALSE" 0.0159833990968856 0.443434343434343 0.986891057618559 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
85 "1364579045_550" 0.0329268380368702 0.485959595959596 0.983314560530096 "FALSE" "FALSE" "FALSE" 0.013629435017967 0.513636363636364 0.989548902873598 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
86 "1364592802_266" 0.0108196005675771 0.816868686868687 0.990280866563882 "FALSE" "FALSE" "FALSE" 0.00565049807904167 0.779191919191919 0.995064325855519 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
87 "1364540631_688" -0.0878397911501571 0.0602020202020203 0.873012733224739 "FALSE" "FALSE" "FALSE" -0.046678709351225 0.036060606060606 0.814926441612651 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
88 "1364571296_513" -0.0194138164192501 0.680606060606061 0.988418176025703 "FALSE" "FALSE" "FALSE" -0.0103651331723494 0.616969696969697 0.992056116895124 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
89 "1364526249_65" -0.0572805190193295 0.224444444444444 0.962912101848361 "FALSE" "FALSE" "FALSE" -0.0278877614294426 0.19030303030303 0.962727672020393 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
90 "1364626954_753" -0.0279307982264488 0.554848484848485 0.985409719654392 "FALSE" "FALSE" "FALSE" -0.0149497959648947 0.476060606060606 0.98822199671305 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
91 "1364670950_859" -0.0139131954836368 0.763333333333333 0.989475125572705 "FALSE" "FALSE" "FALSE" -0.00383886274565537 0.84959595959596 0.99601619400129 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
92 "1364602991_878" 0.00800712302424263 0.864040404040404 0.990908990775017 "FALSE" "FALSE" "FALSE" 0.00360519205972443 0.858686868686869 0.996127844345534 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
93 "1364584761_874" -0.0911800444865183 0.0509090909090909 0.852980788593335 "FALSE" "FALSE" "FALSE" -0.048414208323938 0.0301010101010101 0.785311005791804 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
94 "1364530516_24" 0.0136105952393904 0.767474747474747 0.989541418498738 "FALSE" "FALSE" "FALSE" 0.00706754986585763 0.725959595959596 0.994223565409734 "FALSE" "FALSE" "FALSE" "1R_P90_1351142954_453_1_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval"
